# Per-node clock delay, fitted by ClkNodeFit
# part: xcv80-lsva4737-2MHP-e-S
# term slow_max_ps slow_min_ps

clock_deskew vdistr extent

clock_node_delay  # trunk node instance + leaf type
RCLK_CLE_LAG_CORE_X82Y239/CLK_LEAF_SITES_10_I -121.24 -120.50
RCLK_CLE_LAG_CORE_X82Y239/CLK_LEAF_SITES_12_I -112.74 -112.71
RCLK_CLE_LAG_CORE_X82Y239/CLK_LEAF_SITES_13_I -138.99 -136.43
RCLK_CLE_LAG_CORE_X82Y239/CLK_LEAF_SITES_4_I -118.75 -118.08
RCLK_CLE_LAG_CORE_X82Y288/CLK_LEAF_SITES_0_I -95.62 -93.00
RCLK_CLE_LAG_CORE_X82Y288/CLK_LEAF_SITES_10_I -100.90 -98.09
RCLK_CLE_LAG_CORE_X82Y383/CLK_LEAF_SITES_0_I -132.71 -120.32
RCLK_CLE_LAG_CORE_X82Y383/CLK_LEAF_SITES_10_I -138.83 -128.77
RCLK_CLE_LAG_CORE_X82Y383/CLK_LEAF_SITES_11_I -151.16 -137.18
RCLK_CLE_LAG_CORE_X82Y383/CLK_LEAF_SITES_12_I -122.71 -111.80
RCLK_CLE_LAG_CORE_X82Y383/CLK_LEAF_SITES_13_I -147.50 -137.32
RCLK_CLE_LAG_CORE_X82Y383/CLK_LEAF_SITES_4_I -125.07 -116.27
RCLK_CLE_LAG_CORE_X82Y47/CLK_LEAF_SITES_0_I -73.62 -76.09
RCLK_CLE_LAG_CORE_X82Y47/CLK_LEAF_SITES_10_I -143.81 -139.53
RCLK_CLE_LAG_CORE_X82Y47/CLK_LEAF_SITES_12_I -67.08 -69.52
RCLK_CLE_LAG_CORE_X82Y47/CLK_LEAF_SITES_13_I -123.20 -117.37
RCLK_CLE_LAG_CORE_X82Y47/CLK_LEAF_SITES_4_I -69.39 -70.69
RCLK_CLE_LAG_CORE_X82Y479/CLK_LEAF_SITES_0_I -121.37 -112.66
RCLK_CLE_LAG_CORE_X82Y479/CLK_LEAF_SITES_10_I -170.76 -156.53
RCLK_CLE_LAG_CORE_X82Y479/CLK_LEAF_SITES_11_I -155.26 -140.78
RCLK_CLE_LAG_CORE_X82Y479/CLK_LEAF_SITES_12_I -107.72 -100.24
RCLK_CLE_LAG_CORE_X82Y479/CLK_LEAF_SITES_13_I -163.34 -150.85
RCLK_CLE_LAG_CORE_X82Y479/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X82Y575/CLK_LEAF_SITES_0_I -128.54 -119.24
RCLK_CLE_LAG_CORE_X82Y575/CLK_LEAF_SITES_10_I -171.04 -156.59
RCLK_CLE_LAG_CORE_X82Y575/CLK_LEAF_SITES_11_I -152.00 -137.63
RCLK_CLE_LAG_CORE_X82Y575/CLK_LEAF_SITES_12_I -166.49 -153.73
RCLK_CLE_LAG_CORE_X82Y575/CLK_LEAF_SITES_13_I -190.05 -175.36
RCLK_CLE_LAG_CORE_X82Y575/CLK_LEAF_SITES_14_I -177.41 -166.36
RCLK_CLE_LAG_CORE_X82Y575/CLK_LEAF_SITES_4_I -176.55 -166.07
RCLK_CLE_LAG_CORE_X82Y671/CLK_LEAF_SITES_0_I -241.14 -219.34
RCLK_CLE_LAG_CORE_X82Y671/CLK_LEAF_SITES_10_I -143.65 -123.11
RCLK_CLE_LAG_CORE_X82Y671/CLK_LEAF_SITES_12_I -247.24 -224.01
RCLK_CLE_LAG_CORE_X82Y671/CLK_LEAF_SITES_13_I -181.50 -161.62
RCLK_CLE_LAG_CORE_X82Y671/CLK_LEAF_SITES_14_I -152.25 -134.67
RCLK_CLE_LAG_CORE_X82Y671/CLK_LEAF_SITES_4_I -224.66 -205.57
RCLK_CLE_LAG_CORE_X82Y767/CLK_LEAF_SITES_0_I -142.71 -135.81
RCLK_CLE_LAG_CORE_X82Y767/CLK_LEAF_SITES_10_I -142.08 -136.41
RCLK_CLE_LAG_CORE_X82Y767/CLK_LEAF_SITES_12_I -142.61 -134.07
RCLK_CLE_LAG_CORE_X82Y767/CLK_LEAF_SITES_13_I -85.74 -84.32
RCLK_CLE_LAG_CORE_X82Y767/CLK_LEAF_SITES_4_I -145.41 -137.19
RCLK_CLE_LAG_CORE_X82Y767/CLK_LEAF_SITES_6_I -350.78 -303.59
RCLK_CLE_LAG_CORE_X82Y863/CLK_LEAF_SITES_0_I -61.48 -66.73
RCLK_CLE_LAG_CORE_X82Y863/CLK_LEAF_SITES_12_I -85.42 -80.42
RCLK_CLE_LAG_CORE_X82Y863/CLK_LEAF_SITES_13_I -104.30 -98.82
RCLK_CLE_LAG_CORE_X82Y863/CLK_LEAF_SITES_3_I -126.32 -118.00
RCLK_CLE_LAG_CORE_X82Y863/CLK_LEAF_SITES_4_I -79.14 -75.87
RCLK_CLE_LAG_CORE_X83Y383/CLK_LEAF_SITES_0_I -124.55 -120.02
RCLK_CLE_LAG_CORE_X83Y383/CLK_LEAF_SITES_12_I -141.77 -136.08
RCLK_CLE_LAG_CORE_X83Y383/CLK_LEAF_SITES_13_I -134.24 -131.49
RCLK_CLE_LAG_CORE_X83Y479/CLK_LEAF_SITES_0_I -174.78 -166.00
RCLK_CLE_LAG_CORE_X83Y479/CLK_LEAF_SITES_12_I -156.27 -148.87
RCLK_CLE_LAG_CORE_X83Y479/CLK_LEAF_SITES_13_I -153.09 -149.11
RCLK_CLE_LAG_CORE_X83Y575/CLK_LEAF_SITES_0_I -190.68 -178.96
RCLK_CLE_LAG_CORE_X83Y575/CLK_LEAF_SITES_12_I -182.54 -170.62
RCLK_CLE_LAG_CORE_X83Y575/CLK_LEAF_SITES_13_I -191.82 -179.60
RCLK_CLE_LAG_CORE_X83Y575/CLK_LEAF_SITES_14_I -173.67 -165.29
RCLK_CLE_LAG_CORE_X83Y671/CLK_LEAF_SITES_12_I -161.58 -145.14
RCLK_CLE_LAG_CORE_X83Y671/CLK_LEAF_SITES_13_I -175.42 -161.42
RCLK_CLE_LAG_CORE_X83Y671/CLK_LEAF_SITES_14_I -135.75 -124.17
RCLK_CLE_LAG_CORE_X83Y863/CLK_LEAF_SITES_3_I -111.84 -116.45
RCLK_CLE_LAG_CORE_X84Y143/CLK_LEAF_SITES_0_I -68.72 -70.90
RCLK_CLE_LAG_CORE_X84Y143/CLK_LEAF_SITES_10_I -80.69 -82.02
RCLK_CLE_LAG_CORE_X84Y143/CLK_LEAF_SITES_12_I -98.82 -99.41
RCLK_CLE_LAG_CORE_X84Y143/CLK_LEAF_SITES_13_I -116.66 -116.66
RCLK_CLE_LAG_CORE_X84Y143/CLK_LEAF_SITES_4_I -74.88 -77.16
RCLK_CLE_LAG_CORE_X84Y239/CLK_LEAF_SITES_0_I -63.42 -65.92
RCLK_CLE_LAG_CORE_X84Y239/CLK_LEAF_SITES_10_I -45.60 -54.21
RCLK_CLE_LAG_CORE_X84Y239/CLK_LEAF_SITES_12_I -97.73 -97.57
RCLK_CLE_LAG_CORE_X84Y239/CLK_LEAF_SITES_13_I -150.98 -146.40
RCLK_CLE_LAG_CORE_X84Y239/CLK_LEAF_SITES_4_I -98.22 -98.56
RCLK_CLE_LAG_CORE_X84Y288/CLK_LEAF_SITES_0_I -65.89 -65.57
RCLK_CLE_LAG_CORE_X84Y288/CLK_LEAF_SITES_10_I -105.91 -98.93
RCLK_CLE_LAG_CORE_X84Y383/CLK_LEAF_SITES_0_I -107.33 -96.47
RCLK_CLE_LAG_CORE_X84Y383/CLK_LEAF_SITES_10_I -116.78 -109.41
RCLK_CLE_LAG_CORE_X84Y383/CLK_LEAF_SITES_12_I -109.55 -99.60
RCLK_CLE_LAG_CORE_X84Y383/CLK_LEAF_SITES_13_I -119.74 -111.74
RCLK_CLE_LAG_CORE_X84Y383/CLK_LEAF_SITES_14_I -229.52 -206.82
RCLK_CLE_LAG_CORE_X84Y383/CLK_LEAF_SITES_15_I -122.49 -117.25
RCLK_CLE_LAG_CORE_X84Y383/CLK_LEAF_SITES_4_I -82.09 -76.29
RCLK_CLE_LAG_CORE_X84Y47/CLK_LEAF_SITES_0_I -39.30 -45.67
RCLK_CLE_LAG_CORE_X84Y47/CLK_LEAF_SITES_10_I -217.94 -202.84
RCLK_CLE_LAG_CORE_X84Y47/CLK_LEAF_SITES_12_I -62.53 -65.12
RCLK_CLE_LAG_CORE_X84Y47/CLK_LEAF_SITES_13_I -177.40 -165.39
RCLK_CLE_LAG_CORE_X84Y47/CLK_LEAF_SITES_4_I -70.39 -71.69
RCLK_CLE_LAG_CORE_X84Y479/CLK_LEAF_SITES_0_I -98.13 -91.82
RCLK_CLE_LAG_CORE_X84Y479/CLK_LEAF_SITES_10_I -167.80 -156.39
RCLK_CLE_LAG_CORE_X84Y479/CLK_LEAF_SITES_12_I -103.72 -97.74
RCLK_CLE_LAG_CORE_X84Y479/CLK_LEAF_SITES_13_I -155.55 -145.43
RCLK_CLE_LAG_CORE_X84Y479/CLK_LEAF_SITES_14_I -272.22 -245.34
RCLK_CLE_LAG_CORE_X84Y479/CLK_LEAF_SITES_15_I -159.60 -151.63
RCLK_CLE_LAG_CORE_X84Y479/CLK_LEAF_SITES_4_I -101.10 -94.67
RCLK_CLE_LAG_CORE_X84Y575/CLK_LEAF_SITES_0_I -117.29 -107.32
RCLK_CLE_LAG_CORE_X84Y575/CLK_LEAF_SITES_10_I -169.03 -154.35
RCLK_CLE_LAG_CORE_X84Y575/CLK_LEAF_SITES_12_I -127.83 -118.55
RCLK_CLE_LAG_CORE_X84Y575/CLK_LEAF_SITES_13_I -170.58 -158.84
RCLK_CLE_LAG_CORE_X84Y575/CLK_LEAF_SITES_14_I -259.80 -233.31
RCLK_CLE_LAG_CORE_X84Y575/CLK_LEAF_SITES_15_I -154.55 -147.67
RCLK_CLE_LAG_CORE_X84Y575/CLK_LEAF_SITES_4_I -148.11 -138.14
RCLK_CLE_LAG_CORE_X84Y671/CLK_LEAF_SITES_0_I -225.24 -204.30
RCLK_CLE_LAG_CORE_X84Y671/CLK_LEAF_SITES_10_I -143.35 -123.71
RCLK_CLE_LAG_CORE_X84Y671/CLK_LEAF_SITES_12_I -195.48 -177.05
RCLK_CLE_LAG_CORE_X84Y671/CLK_LEAF_SITES_13_I -160.21 -144.50
RCLK_CLE_LAG_CORE_X84Y671/CLK_LEAF_SITES_14_I -293.85 -261.85
RCLK_CLE_LAG_CORE_X84Y671/CLK_LEAF_SITES_15_I -127.75 -113.17
RCLK_CLE_LAG_CORE_X84Y671/CLK_LEAF_SITES_4_I -212.16 -193.57
RCLK_CLE_LAG_CORE_X84Y767/CLK_LEAF_SITES_0_I -141.16 -133.93
RCLK_CLE_LAG_CORE_X84Y767/CLK_LEAF_SITES_10_I -127.49 -125.24
RCLK_CLE_LAG_CORE_X84Y767/CLK_LEAF_SITES_12_I -162.02 -152.45
RCLK_CLE_LAG_CORE_X84Y767/CLK_LEAF_SITES_13_I -87.52 -88.27
RCLK_CLE_LAG_CORE_X84Y767/CLK_LEAF_SITES_3_I -315.56 -277.70
RCLK_CLE_LAG_CORE_X84Y767/CLK_LEAF_SITES_4_I -156.46 -147.73
RCLK_CLE_LAG_CORE_X84Y767/CLK_LEAF_SITES_6_I -341.54 -307.46
RCLK_CLE_LAG_CORE_X84Y863/CLK_LEAF_SITES_0_I -60.69 -64.74
RCLK_CLE_LAG_CORE_X84Y863/CLK_LEAF_SITES_12_I -68.70 -64.50
RCLK_CLE_LAG_CORE_X84Y863/CLK_LEAF_SITES_13_I -104.85 -100.52
RCLK_CLE_LAG_CORE_X84Y863/CLK_LEAF_SITES_3_I -132.07 -127.01
RCLK_CLE_LAG_CORE_X84Y863/CLK_LEAF_SITES_4_I -74.15 -70.88
RCLK_CLE_LAG_CORE_X84Y863/CLK_LEAF_SITES_6_I -134.62 -120.49
RCLK_CLE_LAG_CORE_X86Y383/CLK_LEAF_SITES_0_I -113.25 -108.90
RCLK_CLE_LAG_CORE_X86Y383/CLK_LEAF_SITES_12_I -131.21 -125.38
RCLK_CLE_LAG_CORE_X86Y383/CLK_LEAF_SITES_13_I -116.24 -114.00
RCLK_CLE_LAG_CORE_X86Y479/CLK_LEAF_SITES_0_I -162.53 -153.54
RCLK_CLE_LAG_CORE_X86Y479/CLK_LEAF_SITES_12_I -143.53 -135.84
RCLK_CLE_LAG_CORE_X86Y479/CLK_LEAF_SITES_13_I -140.28 -136.30
RCLK_CLE_LAG_CORE_X86Y575/CLK_LEAF_SITES_0_I -168.60 -159.63
RCLK_CLE_LAG_CORE_X86Y575/CLK_LEAF_SITES_12_I -167.48 -157.93
RCLK_CLE_LAG_CORE_X86Y575/CLK_LEAF_SITES_13_I -176.37 -166.13
RCLK_CLE_LAG_CORE_X86Y575/CLK_LEAF_SITES_14_I -153.57 -148.19
RCLK_CLE_LAG_CORE_X86Y671/CLK_LEAF_SITES_12_I -149.75 -133.36
RCLK_CLE_LAG_CORE_X86Y671/CLK_LEAF_SITES_13_I -164.53 -150.45
RCLK_CLE_LAG_CORE_X86Y671/CLK_LEAF_SITES_14_I -125.50 -113.17
RCLK_CLE_LAG_CORE_X86Y767/CLK_LEAF_SITES_3_I -329.48 -283.36
RCLK_CLE_LAG_CORE_X86Y767/CLK_LEAF_SITES_6_I -355.99 -307.23
RCLK_CLE_LAG_CORE_X86Y863/CLK_LEAF_SITES_3_I -111.88 -106.52
RCLK_CLE_LAG_CORE_X86Y863/CLK_LEAF_SITES_6_I -126.97 -106.99
RCLK_CLE_LAG_CORE_X87Y143/CLK_LEAF_SITES_0_I -53.68 -57.24
RCLK_CLE_LAG_CORE_X87Y143/CLK_LEAF_SITES_10_I -126.19 -122.65
RCLK_CLE_LAG_CORE_X87Y143/CLK_LEAF_SITES_12_I -81.53 -83.72
RCLK_CLE_LAG_CORE_X87Y143/CLK_LEAF_SITES_13_I -115.99 -115.33
RCLK_CLE_LAG_CORE_X87Y143/CLK_LEAF_SITES_4_I -78.39 -80.50
RCLK_CLE_LAG_CORE_X87Y239/CLK_LEAF_SITES_0_I -61.66 -64.22
RCLK_CLE_LAG_CORE_X87Y239/CLK_LEAF_SITES_10_I -109.88 -109.28
RCLK_CLE_LAG_CORE_X87Y239/CLK_LEAF_SITES_12_I -93.98 -94.16
RCLK_CLE_LAG_CORE_X87Y239/CLK_LEAF_SITES_13_I -126.43 -123.38
RCLK_CLE_LAG_CORE_X87Y239/CLK_LEAF_SITES_4_I -105.75 -105.09
RCLK_CLE_LAG_CORE_X87Y288/CLK_LEAF_SITES_0_I -103.58 -99.35
RCLK_CLE_LAG_CORE_X87Y288/CLK_LEAF_SITES_10_I -99.34 -97.03
RCLK_CLE_LAG_CORE_X87Y383/CLK_LEAF_SITES_0_I -110.26 -99.70
RCLK_CLE_LAG_CORE_X87Y383/CLK_LEAF_SITES_10_I -104.90 -99.37
RCLK_CLE_LAG_CORE_X87Y383/CLK_LEAF_SITES_11_I -93.20 -84.21
RCLK_CLE_LAG_CORE_X87Y383/CLK_LEAF_SITES_12_I -93.61 -86.24
RCLK_CLE_LAG_CORE_X87Y383/CLK_LEAF_SITES_13_I -117.40 -111.56
RCLK_CLE_LAG_CORE_X87Y383/CLK_LEAF_SITES_4_I -98.08 -91.28
RCLK_CLE_LAG_CORE_X87Y47/CLK_LEAF_SITES_0_I -54.66 -59.77
RCLK_CLE_LAG_CORE_X87Y47/CLK_LEAF_SITES_10_I -96.30 -96.20
RCLK_CLE_LAG_CORE_X87Y47/CLK_LEAF_SITES_12_I -56.21 -61.05
RCLK_CLE_LAG_CORE_X87Y47/CLK_LEAF_SITES_13_I -109.48 -109.20
RCLK_CLE_LAG_CORE_X87Y47/CLK_LEAF_SITES_4_I -51.39 -55.70
RCLK_CLE_LAG_CORE_X87Y479/CLK_LEAF_SITES_0_I -90.64 -84.05
RCLK_CLE_LAG_CORE_X87Y479/CLK_LEAF_SITES_10_I -140.24 -131.77
RCLK_CLE_LAG_CORE_X87Y479/CLK_LEAF_SITES_11_I -120.23 -109.26
RCLK_CLE_LAG_CORE_X87Y479/CLK_LEAF_SITES_12_I -87.95 -82.30
RCLK_CLE_LAG_CORE_X87Y479/CLK_LEAF_SITES_13_I -129.08 -121.34
RCLK_CLE_LAG_CORE_X87Y479/CLK_LEAF_SITES_4_I -85.11 -79.68
RCLK_CLE_LAG_CORE_X87Y575/CLK_LEAF_SITES_0_I -127.63 -117.87
RCLK_CLE_LAG_CORE_X87Y575/CLK_LEAF_SITES_10_I -165.48 -153.17
RCLK_CLE_LAG_CORE_X87Y575/CLK_LEAF_SITES_11_I -158.99 -145.62
RCLK_CLE_LAG_CORE_X87Y575/CLK_LEAF_SITES_12_I -156.89 -145.85
RCLK_CLE_LAG_CORE_X87Y575/CLK_LEAF_SITES_13_I -166.57 -155.82
RCLK_CLE_LAG_CORE_X87Y575/CLK_LEAF_SITES_14_I -151.57 -146.19
RCLK_CLE_LAG_CORE_X87Y575/CLK_LEAF_SITES_4_I -145.11 -136.14
RCLK_CLE_LAG_CORE_X87Y671/CLK_LEAF_SITES_0_I -227.92 -207.29
RCLK_CLE_LAG_CORE_X87Y671/CLK_LEAF_SITES_10_I -158.42 -141.62
RCLK_CLE_LAG_CORE_X87Y671/CLK_LEAF_SITES_12_I -209.15 -190.08
RCLK_CLE_LAG_CORE_X87Y671/CLK_LEAF_SITES_13_I -148.57 -134.14
RCLK_CLE_LAG_CORE_X87Y671/CLK_LEAF_SITES_14_I -115.51 -102.67
RCLK_CLE_LAG_CORE_X87Y671/CLK_LEAF_SITES_4_I -209.60 -192.51
RCLK_CLE_LAG_CORE_X87Y767/CLK_LEAF_SITES_0_I -112.71 -107.92
RCLK_CLE_LAG_CORE_X87Y767/CLK_LEAF_SITES_10_I -49.34 -52.17
RCLK_CLE_LAG_CORE_X87Y767/CLK_LEAF_SITES_12_I -110.92 -105.34
RCLK_CLE_LAG_CORE_X87Y767/CLK_LEAF_SITES_13_I -74.75 -74.82
RCLK_CLE_LAG_CORE_X87Y767/CLK_LEAF_SITES_3_I 0.00 0.00
RCLK_CLE_LAG_CORE_X87Y767/CLK_LEAF_SITES_4_I -127.47 -120.74
RCLK_CLE_LAG_CORE_X87Y863/CLK_LEAF_SITES_0_I -42.91 -49.68
RCLK_CLE_LAG_CORE_X87Y863/CLK_LEAF_SITES_12_I -48.17 -46.51
RCLK_CLE_LAG_CORE_X87Y863/CLK_LEAF_SITES_13_I -48.34 -47.85
RCLK_CLE_LAG_CORE_X87Y863/CLK_LEAF_SITES_3_I -150.90 -138.26
RCLK_CLE_LAG_CORE_X87Y863/CLK_LEAF_SITES_4_I -60.15 -58.88
RCLK_CLE_LAG_CORE_X87Y863/CLK_LEAF_SITES_6_I -121.92 -103.28
RCLK_CLE_LAG_CORE_X89Y383/CLK_LEAF_SITES_0_I -99.96 -97.81
RCLK_CLE_LAG_CORE_X89Y383/CLK_LEAF_SITES_12_I -115.08 -111.57
RCLK_CLE_LAG_CORE_X89Y383/CLK_LEAF_SITES_13_I -94.20 -95.20
RCLK_CLE_LAG_CORE_X89Y479/CLK_LEAF_SITES_0_I -151.00 -143.07
RCLK_CLE_LAG_CORE_X89Y479/CLK_LEAF_SITES_12_I -134.54 -127.44
RCLK_CLE_LAG_CORE_X89Y479/CLK_LEAF_SITES_13_I -135.26 -130.79
RCLK_CLE_LAG_CORE_X89Y575/CLK_LEAF_SITES_0_I -170.18 -159.21
RCLK_CLE_LAG_CORE_X89Y575/CLK_LEAF_SITES_12_I -161.51 -151.33
RCLK_CLE_LAG_CORE_X89Y575/CLK_LEAF_SITES_13_I -171.02 -160.52
RCLK_CLE_LAG_CORE_X89Y575/CLK_LEAF_SITES_14_I -150.73 -144.68
RCLK_CLE_LAG_CORE_X89Y671/CLK_LEAF_SITES_12_I -134.40 -120.75
RCLK_CLE_LAG_CORE_X89Y671/CLK_LEAF_SITES_13_I -148.34 -137.08
RCLK_CLE_LAG_CORE_X89Y671/CLK_LEAF_SITES_14_I -103.46 -94.63
RCLK_CLE_LAG_CORE_X89Y767/CLK_LEAF_SITES_6_I -321.15 -276.36
RCLK_CLE_LAG_CORE_X89Y863/CLK_LEAF_SITES_3_I -98.39 -91.93
RCLK_CLE_LAG_CORE_X90Y143/CLK_LEAF_SITES_0_I -44.11 -48.19
RCLK_CLE_LAG_CORE_X90Y143/CLK_LEAF_SITES_10_I -113.14 -113.85
RCLK_CLE_LAG_CORE_X90Y143/CLK_LEAF_SITES_12_I -69.20 -72.24
RCLK_CLE_LAG_CORE_X90Y143/CLK_LEAF_SITES_13_I -75.62 -80.70
RCLK_CLE_LAG_CORE_X90Y143/CLK_LEAF_SITES_4_I -60.37 -64.14
RCLK_CLE_LAG_CORE_X90Y239/CLK_LEAF_SITES_0_I -23.70 -29.57
RCLK_CLE_LAG_CORE_X90Y239/CLK_LEAF_SITES_10_I -111.99 -109.74
RCLK_CLE_LAG_CORE_X90Y239/CLK_LEAF_SITES_12_I -68.02 -69.63
RCLK_CLE_LAG_CORE_X90Y239/CLK_LEAF_SITES_13_I -98.42 -101.00
RCLK_CLE_LAG_CORE_X90Y239/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X90Y288/CLK_LEAF_SITES_0_I -69.33 -69.05
RCLK_CLE_LAG_CORE_X90Y288/CLK_LEAF_SITES_10_I -75.51 -72.41
RCLK_CLE_LAG_CORE_X90Y383/CLK_LEAF_SITES_0_I -94.47 -84.16
RCLK_CLE_LAG_CORE_X90Y383/CLK_LEAF_SITES_10_I -99.72 -93.02
RCLK_CLE_LAG_CORE_X90Y383/CLK_LEAF_SITES_12_I -74.64 -68.23
RCLK_CLE_LAG_CORE_X90Y383/CLK_LEAF_SITES_13_I -109.13 -102.81
RCLK_CLE_LAG_CORE_X90Y383/CLK_LEAF_SITES_14_I -181.56 -161.85
RCLK_CLE_LAG_CORE_X90Y383/CLK_LEAF_SITES_15_I -109.99 -105.50
RCLK_CLE_LAG_CORE_X90Y383/CLK_LEAF_SITES_4_I -64.11 -59.30
RCLK_CLE_LAG_CORE_X90Y47/CLK_LEAF_SITES_0_I -37.48 -43.01
RCLK_CLE_LAG_CORE_X90Y47/CLK_LEAF_SITES_10_I -163.45 -152.92
RCLK_CLE_LAG_CORE_X90Y47/CLK_LEAF_SITES_12_I -24.25 -29.88
RCLK_CLE_LAG_CORE_X90Y47/CLK_LEAF_SITES_13_I -404.51 -360.44
RCLK_CLE_LAG_CORE_X90Y47/CLK_LEAF_SITES_4_I -38.89 -41.69
RCLK_CLE_LAG_CORE_X90Y479/CLK_LEAF_SITES_0_I -76.68 -71.57
RCLK_CLE_LAG_CORE_X90Y479/CLK_LEAF_SITES_10_I -144.79 -135.28
RCLK_CLE_LAG_CORE_X90Y479/CLK_LEAF_SITES_12_I -78.38 -73.69
RCLK_CLE_LAG_CORE_X90Y479/CLK_LEAF_SITES_13_I -125.28 -117.23
RCLK_CLE_LAG_CORE_X90Y479/CLK_LEAF_SITES_14_I -232.25 -208.36
RCLK_CLE_LAG_CORE_X90Y479/CLK_LEAF_SITES_15_I -128.89 -124.51
RCLK_CLE_LAG_CORE_X90Y479/CLK_LEAF_SITES_4_I -80.64 -75.71
RCLK_CLE_LAG_CORE_X90Y575/CLK_LEAF_SITES_0_I -85.77 -78.83
RCLK_CLE_LAG_CORE_X90Y575/CLK_LEAF_SITES_10_I -129.47 -115.42
RCLK_CLE_LAG_CORE_X90Y575/CLK_LEAF_SITES_12_I -112.15 -104.02
RCLK_CLE_LAG_CORE_X90Y575/CLK_LEAF_SITES_13_I -148.76 -138.29
RCLK_CLE_LAG_CORE_X90Y575/CLK_LEAF_SITES_14_I -278.79 -251.29
RCLK_CLE_LAG_CORE_X90Y575/CLK_LEAF_SITES_15_I -136.07 -129.69
RCLK_CLE_LAG_CORE_X90Y575/CLK_LEAF_SITES_4_I -124.12 -116.14
RCLK_CLE_LAG_CORE_X90Y671/CLK_LEAF_SITES_0_I -187.79 -170.08
RCLK_CLE_LAG_CORE_X90Y671/CLK_LEAF_SITES_10_I -153.64 -135.40
RCLK_CLE_LAG_CORE_X90Y671/CLK_LEAF_SITES_12_I -172.53 -156.27
RCLK_CLE_LAG_CORE_X90Y671/CLK_LEAF_SITES_13_I -140.55 -125.87
RCLK_CLE_LAG_CORE_X90Y671/CLK_LEAF_SITES_14_I -298.84 -266.85
RCLK_CLE_LAG_CORE_X90Y671/CLK_LEAF_SITES_15_I -110.51 -98.54
RCLK_CLE_LAG_CORE_X90Y671/CLK_LEAF_SITES_4_I -193.17 -176.58
RCLK_CLE_LAG_CORE_X90Y767/CLK_LEAF_SITES_0_I -140.62 -133.15
RCLK_CLE_LAG_CORE_X90Y767/CLK_LEAF_SITES_10_I -63.36 -66.19
RCLK_CLE_LAG_CORE_X90Y767/CLK_LEAF_SITES_12_I -117.48 -111.30
RCLK_CLE_LAG_CORE_X90Y767/CLK_LEAF_SITES_13_I -69.15 -72.04
RCLK_CLE_LAG_CORE_X90Y767/CLK_LEAF_SITES_4_I -136.42 -129.19
RCLK_CLE_LAG_CORE_X90Y863/CLK_LEAF_SITES_0_I -27.65 -34.40
RCLK_CLE_LAG_CORE_X90Y863/CLK_LEAF_SITES_12_I -44.66 -41.81
RCLK_CLE_LAG_CORE_X90Y863/CLK_LEAF_SITES_13_I -52.22 -50.05
RCLK_CLE_LAG_CORE_X90Y863/CLK_LEAF_SITES_3_I -91.00 -101.61
RCLK_CLE_LAG_CORE_X90Y863/CLK_LEAF_SITES_4_I -48.48 -46.88
RCLK_CLE_LAG_CORE_X91Y383/CLK_LEAF_SITES_0_I -103.98 -101.34
RCLK_CLE_LAG_CORE_X91Y383/CLK_LEAF_SITES_12_I -119.19 -115.41
RCLK_CLE_LAG_CORE_X91Y383/CLK_LEAF_SITES_13_I -107.49 -106.50
RCLK_CLE_LAG_CORE_X91Y479/CLK_LEAF_SITES_0_I -142.66 -134.45
RCLK_CLE_LAG_CORE_X91Y479/CLK_LEAF_SITES_12_I -123.18 -115.93
RCLK_CLE_LAG_CORE_X91Y479/CLK_LEAF_SITES_13_I -115.69 -112.72
RCLK_CLE_LAG_CORE_X91Y575/CLK_LEAF_SITES_12_I -144.41 -135.28
RCLK_CLE_LAG_CORE_X91Y575/CLK_LEAF_SITES_13_I -156.20 -146.60
RCLK_CLE_LAG_CORE_X91Y575/CLK_LEAF_SITES_14_I -134.37 -129.85
RCLK_CLE_LAG_CORE_X91Y671/CLK_LEAF_SITES_12_I -138.51 -124.21
RCLK_CLE_LAG_CORE_X91Y671/CLK_LEAF_SITES_13_I -151.73 -139.64
RCLK_CLE_LAG_CORE_X91Y671/CLK_LEAF_SITES_14_I -115.11 -104.88
RCLK_CLE_LAG_CORE_X91Y767/CLK_LEAF_SITES_3_I -277.23 -240.84
RCLK_CLE_LAG_CORE_X91Y767/CLK_LEAF_SITES_6_I -305.36 -273.13
RCLK_CLE_LAG_CORE_X91Y863/CLK_LEAF_SITES_3_I -106.58 -103.83
RCLK_CLE_LAG_CORE_X91Y863/CLK_LEAF_SITES_6_I -107.88 -95.50
RCLK_CLE_LAG_CORE_X93Y143/CLK_LEAF_SITES_0_I -53.04 -56.52
RCLK_CLE_LAG_CORE_X93Y143/CLK_LEAF_SITES_10_I -83.19 -83.19
RCLK_CLE_LAG_CORE_X93Y143/CLK_LEAF_SITES_12_I -72.70 -75.66
RCLK_CLE_LAG_CORE_X93Y143/CLK_LEAF_SITES_13_I -113.80 -109.40
RCLK_CLE_LAG_CORE_X93Y143/CLK_LEAF_SITES_14_I 0.00 0.00
RCLK_CLE_LAG_CORE_X93Y143/CLK_LEAF_SITES_4_I -72.39 -74.84
RCLK_CLE_LAG_CORE_X93Y239/CLK_LEAF_SITES_0_I -26.60 -30.68
