# Per-node clock delay, fitted by ClkNodeFit
# part: xcv80-lsva4737-2MHP-e-S
# term slow_max_ps slow_min_ps

clock_deskew vdistr extent

clock_node_delay  # trunk node instance + leaf type
RCLK_CLE_LAG_CORE_X123Y863/CLK_LEAF_SITES_4_I 13.49 13.91
RCLK_CLE_LAG_CORE_X125Y143/CLK_LEAF_SITES_0_I 28.66 28.02
RCLK_CLE_LAG_CORE_X125Y143/CLK_LEAF_SITES_10_I 18.17 20.31
RCLK_CLE_LAG_CORE_X125Y143/CLK_LEAF_SITES_12_I -4.39 -2.98
RCLK_CLE_LAG_CORE_X125Y143/CLK_LEAF_SITES_13_I -5.09 -3.23
RCLK_CLE_LAG_CORE_X125Y143/CLK_LEAF_SITES_14_I 34.48 24.95
RCLK_CLE_LAG_CORE_X125Y143/CLK_LEAF_SITES_4_I -1.30 0.07
RCLK_CLE_LAG_CORE_X125Y239/CLK_LEAF_SITES_0_I 8.64 9.32
RCLK_CLE_LAG_CORE_X125Y239/CLK_LEAF_SITES_10_I 34.40 28.26
RCLK_CLE_LAG_CORE_X125Y239/CLK_LEAF_SITES_12_I -11.53 -9.71
RCLK_CLE_LAG_CORE_X125Y239/CLK_LEAF_SITES_13_I -4.62 -5.93
RCLK_CLE_LAG_CORE_X125Y239/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X125Y288/CLK_LEAF_SITES_0_I 16.92 17.10
RCLK_CLE_LAG_CORE_X125Y288/CLK_LEAF_SITES_10_I 36.45 28.81
RCLK_CLE_LAG_CORE_X125Y383/CLK_LEAF_SITES_0_I -8.30 -9.38
RCLK_CLE_LAG_CORE_X125Y383/CLK_LEAF_SITES_10_I -76.46 -67.97
RCLK_CLE_LAG_CORE_X125Y383/CLK_LEAF_SITES_12_I 10.15 7.67
RCLK_CLE_LAG_CORE_X125Y383/CLK_LEAF_SITES_13_I -30.80 -28.00
RCLK_CLE_LAG_CORE_X125Y383/CLK_LEAF_SITES_4_I 19.50 18.42
RCLK_CLE_LAG_CORE_X125Y47/CLK_LEAF_SITES_0_I 8.61 9.24
RCLK_CLE_LAG_CORE_X125Y47/CLK_LEAF_SITES_10_I 39.29 33.10
RCLK_CLE_LAG_CORE_X125Y47/CLK_LEAF_SITES_12_I -5.58 -2.61
RCLK_CLE_LAG_CORE_X125Y47/CLK_LEAF_SITES_13_I -19.05 -16.77
RCLK_CLE_LAG_CORE_X125Y47/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X125Y479/CLK_LEAF_SITES_0_I -32.52 -30.71
RCLK_CLE_LAG_CORE_X125Y479/CLK_LEAF_SITES_10_I -49.41 -45.60
RCLK_CLE_LAG_CORE_X125Y479/CLK_LEAF_SITES_11_I 0.00 0.00
RCLK_CLE_LAG_CORE_X125Y479/CLK_LEAF_SITES_12_I -1.66 -2.17
RCLK_CLE_LAG_CORE_X125Y479/CLK_LEAF_SITES_13_I 7.23 4.54
RCLK_CLE_LAG_CORE_X125Y479/CLK_LEAF_SITES_4_I 4.84 5.89
RCLK_CLE_LAG_CORE_X125Y575/CLK_LEAF_SITES_0_I 6.23 5.47
RCLK_CLE_LAG_CORE_X125Y575/CLK_LEAF_SITES_10_I 0.00 0.00
RCLK_CLE_LAG_CORE_X125Y575/CLK_LEAF_SITES_12_I -11.31 -10.51
RCLK_CLE_LAG_CORE_X125Y575/CLK_LEAF_SITES_13_I 24.18 18.88
RCLK_CLE_LAG_CORE_X125Y575/CLK_LEAF_SITES_4_I 25.63 23.91
RCLK_CLE_LAG_CORE_X125Y671/CLK_LEAF_SITES_0_I 14.05 14.79
RCLK_CLE_LAG_CORE_X125Y671/CLK_LEAF_SITES_10_I -11.19 -10.16
RCLK_CLE_LAG_CORE_X125Y671/CLK_LEAF_SITES_12_I 15.36 15.22
RCLK_CLE_LAG_CORE_X125Y671/CLK_LEAF_SITES_13_I 3.30 2.84
RCLK_CLE_LAG_CORE_X125Y671/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X125Y767/CLK_LEAF_SITES_0_I -19.05 -18.04
RCLK_CLE_LAG_CORE_X125Y767/CLK_LEAF_SITES_10_I 0.00 0.00
RCLK_CLE_LAG_CORE_X125Y767/CLK_LEAF_SITES_12_I -19.95 -16.58
RCLK_CLE_LAG_CORE_X125Y767/CLK_LEAF_SITES_13_I 72.36 67.76
RCLK_CLE_LAG_CORE_X125Y767/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X125Y863/CLK_LEAF_SITES_0_I 14.66 7.28
RCLK_CLE_LAG_CORE_X125Y863/CLK_LEAF_SITES_12_I 1.67 2.95
RCLK_CLE_LAG_CORE_X125Y863/CLK_LEAF_SITES_13_I -0.53 3.18
RCLK_CLE_LAG_CORE_X125Y863/CLK_LEAF_SITES_4_I 17.99 18.08
RCLK_CLE_LAG_CORE_X127Y671/CLK_LEAF_SITES_0_I 12.32 12.27
RCLK_CLE_LAG_CORE_X127Y671/CLK_LEAF_SITES_10_I -9.31 -11.02
RCLK_CLE_LAG_CORE_X127Y671/CLK_LEAF_SITES_12_I -1.78 -0.68
RCLK_CLE_LAG_CORE_X127Y671/CLK_LEAF_SITES_13_I 41.74 35.00
RCLK_CLE_LAG_CORE_X127Y671/CLK_LEAF_SITES_4_I 3.77 5.73
RCLK_CLE_LAG_CORE_X127Y767/CLK_LEAF_SITES_0_I -36.30 -32.41
RCLK_CLE_LAG_CORE_X127Y767/CLK_LEAF_SITES_10_I 24.95 19.02
RCLK_CLE_LAG_CORE_X127Y767/CLK_LEAF_SITES_12_I -6.78 -5.11
RCLK_CLE_LAG_CORE_X127Y767/CLK_LEAF_SITES_13_I 72.25 65.90
RCLK_CLE_LAG_CORE_X127Y767/CLK_LEAF_SITES_4_I -10.85 -8.14
RCLK_CLE_LAG_CORE_X127Y863/CLK_LEAF_SITES_0_I 5.67 0.10
RCLK_CLE_LAG_CORE_X127Y863/CLK_LEAF_SITES_12_I 4.01 5.90
RCLK_CLE_LAG_CORE_X127Y863/CLK_LEAF_SITES_13_I -4.53 -4.29
RCLK_CLE_LAG_CORE_X127Y863/CLK_LEAF_SITES_4_I 8.50 10.91
RCLK_CLE_LAG_CORE_X129Y671/CLK_LEAF_SITES_0_I -17.65 -14.04
RCLK_CLE_LAG_CORE_X129Y671/CLK_LEAF_SITES_10_I 11.57 8.55
RCLK_CLE_LAG_CORE_X129Y671/CLK_LEAF_SITES_12_I -13.62 -10.84
RCLK_CLE_LAG_CORE_X129Y671/CLK_LEAF_SITES_13_I 0.00 0.00
RCLK_CLE_LAG_CORE_X129Y671/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X129Y767/CLK_LEAF_SITES_0_I -9.04 -8.92
RCLK_CLE_LAG_CORE_X129Y767/CLK_LEAF_SITES_10_I 85.48 76.62
RCLK_CLE_LAG_CORE_X129Y767/CLK_LEAF_SITES_12_I -33.26 -28.71
RCLK_CLE_LAG_CORE_X129Y767/CLK_LEAF_SITES_13_I 52.26 46.41
RCLK_CLE_LAG_CORE_X129Y767/CLK_LEAF_SITES_4_I -23.34 -21.13
RCLK_CLE_LAG_CORE_X129Y863/CLK_LEAF_SITES_0_I 1.16 -4.92
RCLK_CLE_LAG_CORE_X129Y863/CLK_LEAF_SITES_12_I -14.83 -11.25
RCLK_CLE_LAG_CORE_X129Y863/CLK_LEAF_SITES_13_I 1.94 4.05
RCLK_CLE_LAG_CORE_X129Y863/CLK_LEAF_SITES_14_I 25.78 30.08
RCLK_CLE_LAG_CORE_X129Y863/CLK_LEAF_SITES_4_I 7.00 9.08
RCLK_CLE_LAG_CORE_X15Y288/CLK_LEAF_SITES_0_I 12.42 11.09
RCLK_CLE_LAG_CORE_X15Y671/CLK_LEAF_SITES_12_I 52.22 58.71
RCLK_CLE_LAG_CORE_X16Y143/CLK_LEAF_SITES_0_I 172.36 160.68
RCLK_CLE_LAG_CORE_X16Y143/CLK_LEAF_SITES_10_I 178.08 164.48
RCLK_CLE_LAG_CORE_X16Y143/CLK_LEAF_SITES_12_I 161.45 149.23
RCLK_CLE_LAG_CORE_X16Y143/CLK_LEAF_SITES_13_I 124.58 114.63
RCLK_CLE_LAG_CORE_X16Y143/CLK_LEAF_SITES_14_I 123.85 109.22
RCLK_CLE_LAG_CORE_X16Y143/CLK_LEAF_SITES_4_I 115.75 104.23
RCLK_CLE_LAG_CORE_X16Y239/CLK_LEAF_SITES_0_I 187.64 174.25
RCLK_CLE_LAG_CORE_X16Y239/CLK_LEAF_SITES_10_I 218.85 199.88
RCLK_CLE_LAG_CORE_X16Y239/CLK_LEAF_SITES_12_I 161.74 151.05
RCLK_CLE_LAG_CORE_X16Y239/CLK_LEAF_SITES_13_I 172.75 157.79
RCLK_CLE_LAG_CORE_X16Y239/CLK_LEAF_SITES_4_I 195.64 176.40
RCLK_CLE_LAG_CORE_X16Y288/CLK_LEAF_SITES_0_I 23.26 20.67
RCLK_CLE_LAG_CORE_X16Y288/CLK_LEAF_SITES_10_I -36.82 -29.93
RCLK_CLE_LAG_CORE_X16Y383/CLK_LEAF_SITES_0_I 121.50 110.33
RCLK_CLE_LAG_CORE_X16Y383/CLK_LEAF_SITES_10_I 124.13 115.86
RCLK_CLE_LAG_CORE_X16Y383/CLK_LEAF_SITES_12_I 135.25 122.63
RCLK_CLE_LAG_CORE_X16Y383/CLK_LEAF_SITES_13_I 83.29 79.44
RCLK_CLE_LAG_CORE_X16Y383/CLK_LEAF_SITES_4_I 102.87 95.32
RCLK_CLE_LAG_CORE_X16Y47/CLK_LEAF_SITES_0_I 147.82 136.33
RCLK_CLE_LAG_CORE_X16Y47/CLK_LEAF_SITES_10_I 127.98 109.88
RCLK_CLE_LAG_CORE_X16Y47/CLK_LEAF_SITES_12_I 178.76 163.71
RCLK_CLE_LAG_CORE_X16Y47/CLK_LEAF_SITES_13_I 136.06 128.24
RCLK_CLE_LAG_CORE_X16Y47/CLK_LEAF_SITES_4_I 183.57 166.85
RCLK_CLE_LAG_CORE_X16Y479/CLK_LEAF_SITES_0_I 15.99 13.73
RCLK_CLE_LAG_CORE_X16Y479/CLK_LEAF_SITES_10_I 30.14 23.91
RCLK_CLE_LAG_CORE_X16Y479/CLK_LEAF_SITES_12_I 13.60 12.72
RCLK_CLE_LAG_CORE_X16Y479/CLK_LEAF_SITES_13_I 51.88 43.71
RCLK_CLE_LAG_CORE_X16Y479/CLK_LEAF_SITES_4_I 7.04 6.85
RCLK_CLE_LAG_CORE_X16Y575/CLK_LEAF_SITES_0_I 27.34 26.01
RCLK_CLE_LAG_CORE_X16Y575/CLK_LEAF_SITES_10_I 11.44 8.75
RCLK_CLE_LAG_CORE_X16Y575/CLK_LEAF_SITES_12_I 3.13 3.83
RCLK_CLE_LAG_CORE_X16Y575/CLK_LEAF_SITES_13_I 105.86 95.52
RCLK_CLE_LAG_CORE_X16Y575/CLK_LEAF_SITES_4_I -6.87 -6.88
RCLK_CLE_LAG_CORE_X16Y671/CLK_LEAF_SITES_0_I 7.24 12.94
RCLK_CLE_LAG_CORE_X16Y671/CLK_LEAF_SITES_10_I 3.56 10.81
RCLK_CLE_LAG_CORE_X16Y671/CLK_LEAF_SITES_12_I 38.98 40.28
RCLK_CLE_LAG_CORE_X16Y671/CLK_LEAF_SITES_13_I 18.56 24.30
RCLK_CLE_LAG_CORE_X16Y671/CLK_LEAF_SITES_4_I -46.83 -35.17
RCLK_CLE_LAG_CORE_X16Y767/CLK_LEAF_SITES_0_I -25.85 -21.49
RCLK_CLE_LAG_CORE_X16Y767/CLK_LEAF_SITES_10_I 29.68 26.18
RCLK_CLE_LAG_CORE_X16Y767/CLK_LEAF_SITES_12_I -36.94 -30.72
RCLK_CLE_LAG_CORE_X16Y767/CLK_LEAF_SITES_13_I 90.81 84.08
RCLK_CLE_LAG_CORE_X16Y767/CLK_LEAF_SITES_4_I -10.26 -5.94
RCLK_CLE_LAG_CORE_X16Y863/CLK_LEAF_SITES_0_I 23.68 14.63
RCLK_CLE_LAG_CORE_X16Y863/CLK_LEAF_SITES_12_I 11.52 11.93
RCLK_CLE_LAG_CORE_X16Y863/CLK_LEAF_SITES_13_I 11.10 14.45
RCLK_CLE_LAG_CORE_X16Y863/CLK_LEAF_SITES_4_I 4.14 7.73
RCLK_CLE_LAG_CORE_X17Y288/CLK_LEAF_SITES_0_I 20.59 16.83
RCLK_CLE_LAG_CORE_X17Y479/CLK_LEAF_SITES_0_I -44.06 -34.39
RCLK_CLE_LAG_CORE_X17Y479/CLK_LEAF_SITES_12_I -65.04 -52.38
RCLK_CLE_LAG_CORE_X17Y575/CLK_LEAF_SITES_12_I -63.98 -53.97
RCLK_CLE_LAG_CORE_X17Y671/CLK_LEAF_SITES_12_I 38.23 39.19
RCLK_CLE_LAG_CORE_X18Y143/CLK_LEAF_SITES_0_I 182.97 168.73
RCLK_CLE_LAG_CORE_X18Y143/CLK_LEAF_SITES_10_I 176.61 163.15
RCLK_CLE_LAG_CORE_X18Y143/CLK_LEAF_SITES_12_I 177.24 162.93
RCLK_CLE_LAG_CORE_X18Y143/CLK_LEAF_SITES_13_I 148.82 137.05
RCLK_CLE_LAG_CORE_X18Y143/CLK_LEAF_SITES_4_I 155.77 141.25
RCLK_CLE_LAG_CORE_X18Y239/CLK_LEAF_SITES_0_I 199.48 184.21
RCLK_CLE_LAG_CORE_X18Y239/CLK_LEAF_SITES_10_I 193.34 178.55
RCLK_CLE_LAG_CORE_X18Y239/CLK_LEAF_SITES_12_I 153.92 142.81
RCLK_CLE_LAG_CORE_X18Y239/CLK_LEAF_SITES_13_I 175.83 158.80
RCLK_CLE_LAG_CORE_X18Y239/CLK_LEAF_SITES_4_I 187.65 168.40
RCLK_CLE_LAG_CORE_X18Y288/CLK_LEAF_SITES_0_I 20.23 18.11
RCLK_CLE_LAG_CORE_X18Y288/CLK_LEAF_SITES_10_I 22.25 23.97
RCLK_CLE_LAG_CORE_X18Y383/CLK_LEAF_SITES_0_I 86.35 77.96
RCLK_CLE_LAG_CORE_X18Y383/CLK_LEAF_SITES_10_I 95.46 90.65
RCLK_CLE_LAG_CORE_X18Y383/CLK_LEAF_SITES_12_I 111.44 100.87
RCLK_CLE_LAG_CORE_X18Y383/CLK_LEAF_SITES_13_I 53.55 55.30
RCLK_CLE_LAG_CORE_X18Y383/CLK_LEAF_SITES_4_I 59.86 55.81
RCLK_CLE_LAG_CORE_X18Y47/CLK_LEAF_SITES_0_I 174.65 158.94
RCLK_CLE_LAG_CORE_X18Y47/CLK_LEAF_SITES_10_I 4.87 11.39
RCLK_CLE_LAG_CORE_X18Y47/CLK_LEAF_SITES_12_I 190.10 173.03
RCLK_CLE_LAG_CORE_X18Y47/CLK_LEAF_SITES_13_I 72.87 71.55
RCLK_CLE_LAG_CORE_X18Y47/CLK_LEAF_SITES_4_I 171.58 153.85
RCLK_CLE_LAG_CORE_X18Y479/CLK_LEAF_SITES_0_I 24.13 21.98
RCLK_CLE_LAG_CORE_X18Y479/CLK_LEAF_SITES_10_I 26.56 25.16
RCLK_CLE_LAG_CORE_X18Y479/CLK_LEAF_SITES_12_I 13.00 13.02
RCLK_CLE_LAG_CORE_X18Y479/CLK_LEAF_SITES_13_I 35.78 33.00
RCLK_CLE_LAG_CORE_X18Y479/CLK_LEAF_SITES_4_I 14.04 13.85
RCLK_CLE_LAG_CORE_X18Y575/CLK_LEAF_SITES_0_I 24.88 22.84
RCLK_CLE_LAG_CORE_X18Y575/CLK_LEAF_SITES_10_I 19.03 17.71
RCLK_CLE_LAG_CORE_X18Y575/CLK_LEAF_SITES_12_I 1.91 2.05
RCLK_CLE_LAG_CORE_X18Y575/CLK_LEAF_SITES_13_I 118.53 106.36
RCLK_CLE_LAG_CORE_X18Y575/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X18Y671/CLK_LEAF_SITES_0_I -10.07 -3.36
RCLK_CLE_LAG_CORE_X18Y671/CLK_LEAF_SITES_10_I 0.00 0.00
RCLK_CLE_LAG_CORE_X18Y671/CLK_LEAF_SITES_12_I 23.38 25.09
RCLK_CLE_LAG_CORE_X18Y671/CLK_LEAF_SITES_13_I 49.79 51.43
RCLK_CLE_LAG_CORE_X18Y671/CLK_LEAF_SITES_4_I -86.29 -72.14
RCLK_CLE_LAG_CORE_X18Y767/CLK_LEAF_SITES_0_I -33.31 -31.09
RCLK_CLE_LAG_CORE_X18Y767/CLK_LEAF_SITES_10_I 47.16 40.29
RCLK_CLE_LAG_CORE_X18Y767/CLK_LEAF_SITES_12_I -27.48 -24.76
RCLK_CLE_LAG_CORE_X18Y767/CLK_LEAF_SITES_13_I 86.15 78.28
RCLK_CLE_LAG_CORE_X18Y767/CLK_LEAF_SITES_4_I -9.26 -6.94
RCLK_CLE_LAG_CORE_X18Y863/CLK_LEAF_SITES_0_I 16.82 9.69
RCLK_CLE_LAG_CORE_X18Y863/CLK_LEAF_SITES_12_I 10.65 12.26
RCLK_CLE_LAG_CORE_X18Y863/CLK_LEAF_SITES_13_I 4.07 5.79
RCLK_CLE_LAG_CORE_X18Y863/CLK_LEAF_SITES_4_I 3.47 7.40
RCLK_CLE_LAG_CORE_X19Y288/CLK_LEAF_SITES_0_I 16.56 12.62
RCLK_CLE_LAG_CORE_X19Y479/CLK_LEAF_SITES_0_I 0.00 0.00
RCLK_CLE_LAG_CORE_X19Y479/CLK_LEAF_SITES_12_I -77.06 -64.39
RCLK_CLE_LAG_CORE_X19Y575/CLK_LEAF_SITES_12_I -58.98 -47.98
RCLK_CLE_LAG_CORE_X19Y671/CLK_LEAF_SITES_12_I 47.72 49.25
RCLK_CLE_LAG_CORE_X20Y143/CLK_LEAF_SITES_0_I 163.30 151.05
RCLK_CLE_LAG_CORE_X20Y143/CLK_LEAF_SITES_10_I 125.81 113.44
RCLK_CLE_LAG_CORE_X20Y143/CLK_LEAF_SITES_12_I 147.20 135.32
RCLK_CLE_LAG_CORE_X20Y143/CLK_LEAF_SITES_13_I 0.00 0.00
RCLK_CLE_LAG_CORE_X20Y143/CLK_LEAF_SITES_4_I 118.78 105.27
RCLK_CLE_LAG_CORE_X20Y239/CLK_LEAF_SITES_0_I 194.56 179.91
RCLK_CLE_LAG_CORE_X20Y239/CLK_LEAF_SITES_10_I 194.13 174.72
RCLK_CLE_LAG_CORE_X20Y239/CLK_LEAF_SITES_12_I 156.59 144.53
RCLK_CLE_LAG_CORE_X20Y239/CLK_LEAF_SITES_13_I 177.83 161.12
RCLK_CLE_LAG_CORE_X20Y239/CLK_LEAF_SITES_4_I 203.64 183.39
RCLK_CLE_LAG_CORE_X20Y288/CLK_LEAF_SITES_0_I 26.31 23.27
RCLK_CLE_LAG_CORE_X20Y288/CLK_LEAF_SITES_10_I -104.01 -90.70
RCLK_CLE_LAG_CORE_X20Y383/CLK_LEAF_SITES_0_I 100.76 93.26
RCLK_CLE_LAG_CORE_X20Y383/CLK_LEAF_SITES_10_I 121.75 109.65
RCLK_CLE_LAG_CORE_X20Y383/CLK_LEAF_SITES_12_I 114.95 105.78
RCLK_CLE_LAG_CORE_X20Y383/CLK_LEAF_SITES_13_I 130.17 123.48
RCLK_CLE_LAG_CORE_X20Y383/CLK_LEAF_SITES_4_I 76.85 72.80
RCLK_CLE_LAG_CORE_X20Y47/CLK_LEAF_SITES_0_I 148.73 135.61
RCLK_CLE_LAG_CORE_X20Y47/CLK_LEAF_SITES_10_I 157.27 140.73
RCLK_CLE_LAG_CORE_X20Y47/CLK_LEAF_SITES_12_I 193.61 176.27
RCLK_CLE_LAG_CORE_X20Y47/CLK_LEAF_SITES_13_I 138.54 123.33
RCLK_CLE_LAG_CORE_X20Y47/CLK_LEAF_SITES_4_I 182.63 163.90
RCLK_CLE_LAG_CORE_X20Y479/CLK_LEAF_SITES_0_I 9.77 7.90
RCLK_CLE_LAG_CORE_X20Y479/CLK_LEAF_SITES_10_I 46.89 38.72
RCLK_CLE_LAG_CORE_X20Y479/CLK_LEAF_SITES_12_I 9.39 8.30
RCLK_CLE_LAG_CORE_X20Y479/CLK_LEAF_SITES_13_I 30.68 32.64
RCLK_CLE_LAG_CORE_X20Y479/CLK_LEAF_SITES_4_I 5.04 4.85
RCLK_CLE_LAG_CORE_X20Y575/CLK_LEAF_SITES_0_I 25.89 22.85
RCLK_CLE_LAG_CORE_X20Y575/CLK_LEAF_SITES_10_I 41.56 34.83
RCLK_CLE_LAG_CORE_X20Y575/CLK_LEAF_SITES_12_I -21.73 -19.15
RCLK_CLE_LAG_CORE_X20Y575/CLK_LEAF_SITES_13_I -7.93 -12.15
RCLK_CLE_LAG_CORE_X20Y575/CLK_LEAF_SITES_4_I -27.86 -26.87
RCLK_CLE_LAG_CORE_X20Y671/CLK_LEAF_SITES_0_I 15.90 21.77
RCLK_CLE_LAG_CORE_X20Y671/CLK_LEAF_SITES_10_I 15.56 22.30
RCLK_CLE_LAG_CORE_X20Y671/CLK_LEAF_SITES_12_I 33.10 36.08
RCLK_CLE_LAG_CORE_X20Y671/CLK_LEAF_SITES_13_I -16.43 -7.19
RCLK_CLE_LAG_CORE_X20Y671/CLK_LEAF_SITES_4_I -57.83 -44.17
RCLK_CLE_LAG_CORE_X20Y767/CLK_LEAF_SITES_0_I -48.57 -43.88
RCLK_CLE_LAG_CORE_X20Y767/CLK_LEAF_SITES_10_I 65.77 59.64
RCLK_CLE_LAG_CORE_X20Y767/CLK_LEAF_SITES_12_I -29.16 -25.24
RCLK_CLE_LAG_CORE_X20Y767/CLK_LEAF_SITES_13_I 46.67 41.17
RCLK_CLE_LAG_CORE_X20Y767/CLK_LEAF_SITES_4_I -12.76 -8.44
RCLK_CLE_LAG_CORE_X20Y863/CLK_LEAF_SITES_0_I 16.06 10.01
RCLK_CLE_LAG_CORE_X20Y863/CLK_LEAF_SITES_12_I -7.80 -4.67
RCLK_CLE_LAG_CORE_X20Y863/CLK_LEAF_SITES_13_I 7.93 12.07
RCLK_CLE_LAG_CORE_X20Y863/CLK_LEAF_SITES_4_I 7.14 11.40
RCLK_CLE_LAG_CORE_X22Y288/CLK_LEAF_SITES_0_I 30.39 26.03
RCLK_CLE_LAG_CORE_X22Y383/CLK_LEAF_SITES_0_I 82.30 82.24
RCLK_CLE_LAG_CORE_X22Y479/CLK_LEAF_SITES_12_I -39.27 -35.31
RCLK_CLE_LAG_CORE_X22Y575/CLK_LEAF_SITES_12_I -57.02 -47.75
RCLK_CLE_LAG_CORE_X22Y671/CLK_LEAF_SITES_12_I 46.02 46.55
RCLK_CLE_LAG_CORE_X23Y143/CLK_LEAF_SITES_0_I 173.18 160.53
RCLK_CLE_LAG_CORE_X23Y143/CLK_LEAF_SITES_10_I 139.94 128.19
RCLK_CLE_LAG_CORE_X23Y143/CLK_LEAF_SITES_12_I 137.83 127.31
RCLK_CLE_LAG_CORE_X23Y143/CLK_LEAF_SITES_13_I 174.25 154.16
RCLK_CLE_LAG_CORE_X23Y143/CLK_LEAF_SITES_4_I 119.28 107.77
RCLK_CLE_LAG_CORE_X23Y239/CLK_LEAF_SITES_0_I 184.98 171.16
RCLK_CLE_LAG_CORE_X23Y239/CLK_LEAF_SITES_10_I 178.04 161.88
RCLK_CLE_LAG_CORE_X23Y239/CLK_LEAF_SITES_12_I 149.41 138.53
RCLK_CLE_LAG_CORE_X23Y239/CLK_LEAF_SITES_13_I 165.68 152.22
RCLK_CLE_LAG_CORE_X23Y239/CLK_LEAF_SITES_4_I 175.66 157.41
RCLK_CLE_LAG_CORE_X23Y288/CLK_LEAF_SITES_0_I -4.70 -5.95
RCLK_CLE_LAG_CORE_X23Y288/CLK_LEAF_SITES_10_I -1.57 -1.07
RCLK_CLE_LAG_CORE_X23Y383/CLK_LEAF_SITES_0_I 92.12 83.24
RCLK_CLE_LAG_CORE_X23Y383/CLK_LEAF_SITES_10_I 89.01 82.78
RCLK_CLE_LAG_CORE_X23Y383/CLK_LEAF_SITES_12_I 119.09 108.13
RCLK_CLE_LAG_CORE_X23Y383/CLK_LEAF_SITES_13_I 100.46 95.64
RCLK_CLE_LAG_CORE_X23Y383/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X23Y47/CLK_LEAF_SITES_0_I 163.86 147.98
RCLK_CLE_LAG_CORE_X23Y47/CLK_LEAF_SITES_10_I 161.85 146.09
RCLK_CLE_LAG_CORE_X23Y47/CLK_LEAF_SITES_12_I 191.38 173.16
RCLK_CLE_LAG_CORE_X23Y47/CLK_LEAF_SITES_13_I 62.07 60.16
RCLK_CLE_LAG_CORE_X23Y47/CLK_LEAF_SITES_4_I 162.58 144.86
RCLK_CLE_LAG_CORE_X23Y479/CLK_LEAF_SITES_0_I -17.27 -17.25
RCLK_CLE_LAG_CORE_X23Y479/CLK_LEAF_SITES_10_I 17.47 14.21
RCLK_CLE_LAG_CORE_X23Y479/CLK_LEAF_SITES_12_I -3.35 -4.79
RCLK_CLE_LAG_CORE_X23Y479/CLK_LEAF_SITES_13_I 29.16 26.41
RCLK_CLE_LAG_CORE_X23Y479/CLK_LEAF_SITES_4_I -13.95 -13.13
RCLK_CLE_LAG_CORE_X23Y575/CLK_LEAF_SITES_0_I 8.56 7.85
RCLK_CLE_LAG_CORE_X23Y575/CLK_LEAF_SITES_10_I 11.24 13.63
RCLK_CLE_LAG_CORE_X23Y575/CLK_LEAF_SITES_12_I -21.17 -18.85
RCLK_CLE_LAG_CORE_X23Y575/CLK_LEAF_SITES_13_I -36.29 -32.95
RCLK_CLE_LAG_CORE_X23Y575/CLK_LEAF_SITES_4_I -34.86 -31.87
RCLK_CLE_LAG_CORE_X23Y671/CLK_LEAF_SITES_0_I -23.13 -13.97
RCLK_CLE_LAG_CORE_X23Y671/CLK_LEAF_SITES_10_I -46.67 -35.44
RCLK_CLE_LAG_CORE_X23Y671/CLK_LEAF_SITES_12_I 6.60 10.89
RCLK_CLE_LAG_CORE_X23Y671/CLK_LEAF_SITES_13_I 22.80 27.44
RCLK_CLE_LAG_CORE_X23Y671/CLK_LEAF_SITES_4_I -77.32 -63.16
RCLK_CLE_LAG_CORE_X23Y767/CLK_LEAF_SITES_0_I -71.27 -64.46
RCLK_CLE_LAG_CORE_X23Y767/CLK_LEAF_SITES_10_I 42.03 40.22
RCLK_CLE_LAG_CORE_X23Y767/CLK_LEAF_SITES_12_I -43.92 -38.58
RCLK_CLE_LAG_CORE_X23Y767/CLK_LEAF_SITES_13_I 48.27 40.34
RCLK_CLE_LAG_CORE_X23Y767/CLK_LEAF_SITES_4_I -27.25 -21.93
RCLK_CLE_LAG_CORE_X23Y863/CLK_LEAF_SITES_0_I -7.47 -14.00
RCLK_CLE_LAG_CORE_X23Y863/CLK_LEAF_SITES_12_I -27.92 -23.73
RCLK_CLE_LAG_CORE_X23Y863/CLK_LEAF_SITES_13_I -13.42 -10.71
RCLK_CLE_LAG_CORE_X23Y863/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X24Y288/CLK_LEAF_SITES_0_I 11.40 6.58
RCLK_CLE_LAG_CORE_X24Y383/CLK_LEAF_SITES_0_I 108.64 97.09
RCLK_CLE_LAG_CORE_X24Y479/CLK_LEAF_SITES_0_I -70.42 -67.56
RCLK_CLE_LAG_CORE_X24Y479/CLK_LEAF_SITES_12_I -93.08 -81.78
RCLK_CLE_LAG_CORE_X24Y671/CLK_LEAF_SITES_12_I 42.15 44.40
RCLK_CLE_LAG_CORE_X26Y143/CLK_LEAF_SITES_0_I 120.39 111.83
RCLK_CLE_LAG_CORE_X26Y143/CLK_LEAF_SITES_10_I 123.96 113.28
RCLK_CLE_LAG_CORE_X26Y143/CLK_LEAF_SITES_12_I 109.92 101.58
